name,ra,dec,vmag
,36.2246249160,-60.3119480557,5.3550
,50.3067692708,21.1470663764,5.3550
,92.4958896545,58.9356929115,5.3550
,110.8708025777,-27.8342948327,5.3560
,260.0409755765,25.5376034714,5.3570
,112.4831548824,49.6724594004,5.3570
,38.0392600400,-1.0348934920,5.3580
,281.5926744861,75.4339555622,5.3580
,224.4707646610,-76.6626546939,5.3590
,130.2544579528,45.8340058687,5.3590
,333.0083984651,60.7590978573,5.3590
,234.7273224140,-19.3018909962,5.3590
,274.2813851057,-56.0233493288,5.3600
,221.3222356606,-62.8756493899,5.3600
,174.6150310567,8.1342942800,5.3600
,268.8549514484,26.0499912382,5.3600
,299.0052620614,16.6347950157,5.3600
,141.0384348270,-80.7868770914,5.3600
,116.0174082718,50.4337938392,5.3600
,111.2424167511,11.6695229131,5.3610
,91.6614015999,-4.1938356598,5.3620
,12.6816572714,64.2475693184,5.3620
,116.3955052259,-34.1725515629,5.3620
,346.1651152957,-53.9649021456,5.3630
,69.7756625779,7.8709870590,5.3650
,118.9162268637,19.8839670081,5.3650
,281.5858791343,-22.3921731793,5.3660
,321.0399716623,-20.8518699029,5.3660
,185.7059658308,-57.6761302430,5.3660
,168.1377682416,-49.1009977287,5.3670
,110.1616907217,-52.0859224505,5.3670
,194.9794648238,66.5972688811,5.3680
,307.0607658882,81.4227082685,5.3680
,277.4207478131,-1.9853077971,5.3690
,247.4263657273,-46.2432308146,5.3700
,129.7830900500,-22.6616037472,5.3700
,335.1148857795,5.7895026287,5.3700
,142.8850435279,35.1032720424,5.3700
,273.8037763714,-20.7282687779,5.3700
,5.1494251215,8.1902717050,5.3700
,8.1478533678,20.2943176963,5.3700
,231.1875701241,-39.7102530697,5.3700
,150.2527369843,31.9236702819,5.3700
,289.0905923555,-45.4660289058,5.3710
,275.0366304883,-15.8316968537,5.3710
,332.4820880245,-34.0149660025,5.3710
,79.7501185724,33.7483946686,5.3710
,311.8893955301,80.5522599690,5.3710
,205.5045178764,-58.7870877188,5.3720
,75.7028586382,-49.1514063498,5.3720
,230.4523963080,32.9336939370,5.3720
,238.4746426182,-24.5331592472,5.3720
,38.9450885932,34.6875499162,5.3740
,246.0053797406,-39.1929805317,5.3760
,217.5872622946,-49.5190370956,5.3760
,42.4757609867,-27.9419831860,5.3770
,6.1979394689,61.8310578051,5.3770
,332.7912233141,50.8234151072,5.3770
,285.0569907970,50.5334662863,5.3770
,242.4604325931,-3.4667441147,5.3780
,65.6455988209,25.6293159932,5.3780
,101.7194719949,-51.2656678629,5.3790
,321.9169071006,27.6085944349,5.3790
,71.1076187973,11.1461342923,5.3790
,58.9923909917,47.8714230597,5.3790
,308.4876747698,13.0272038654,5.3800
,158.8035458948,-39.5625900057,5.3800
,83.8630485793,24.0395960211,5.3800
,278.4862271964,52.3535157537,5.3800
,309.8180113667,-14.9547730611,5.3800
,11.6372993748,15.4755090182,5.3800
,238.6577071787,43.1385639126,5.3800
,242.0316112972,-26.3266809127,5.3800
,284.5614512673,17.3609159882,5.3800
,284.1686913865,-37.3432503504,5.3800
,324.0104058933,45.3745898003,5.3800
,188.4121645431,33.2475818244,5.3800
,96.3692945290,-69.6903000016,5.3800
,65.1625544513,-20.6396225317,5.3800
,60.6531011331,-0.2689222003,5.3800
,286.2298560008,53.3966557988,5.3800
,259.7000000000,-42.9166666667,5.3800
,103.2710352437,59.4485421914,5.3800
,10.6182161753,-65.4680296032,5.3810
,319.4886936445,-17.9851386273,5.3830
,224.0718795519,-52.8095511448,5.3860
,277.7701727916,-32.9890982509,5.3860
,171.0096981287,1.4077625258,5.3860
,94.2775828336,9.9423930526,5.3860
,347.5060875985,9.8220824555,5.3860
,15.7049570527,-46.3973092694,5.3870
,253.7298763918,20.9584905301,5.3870
,219.7092720862,44.4045022495,5.3870
,62.7077535196,26.4809545762,5.3870
,121.1960786457,79.4796138428,5.3870
,318.3221970939,-27.6193640651,5.3880
,247.1415866555,0.6650003175,5.3900
,74.9602228262,-10.2633101634,5.3900
,139.3218435767,-68.6895931281,5.3900
,106.6698613273,-11.2940110106,5.3900
,245.6217430093,33.7034790802,5.3900
,247.9240365483,-41.8171479349,5.3900
,260.1648643743,32.4677438775,5.3900
,170.8391677471,-64.9547150914,5.3900
,257.0085903717,35.9351886711,5.3900
,279.1159761186,9.1224915859,5.3900
,236.5234855278,-1.8041903730,5.3900
,297.6949325759,-10.7635092944,5.3900
,110.8828961902,-32.2020655821,5.3900
,260.5244818525,-70.1232062672,5.3900
,249.0571721673,52.9244228786,5.3900
,334.5650558139,-53.6270741129,5.3900
,57.3072470177,70.8710502008,5.3910
,297.3554287947,-72.5033781238,5.3920
,283.0684499202,21.4251422759,5.3930
,230.2583177985,0.7153361997,5.3930
,115.3158857377,-38.5335331256,5.3930
Intercrus,142.1666194687,45.6014808690,5.3930
,286.2403022831,-4.0314225437,5.3940
,216.6140211960,19.2268996791,5.3940
,28.3222680326,40.7297904207,5.3940
,102.8624381942,-70.9634103968,5.3950
,67.6556788513,13.7244023147,5.3950
,112.2737299804,-38.8120673220,5.3950
,214.8178321640,13.0043010836,5.3960
,65.4485382141,60.7356239091,5.3980
,260.9196540814,37.1467847101,5.3980
,69.1899636361,-62.0771659370,5.4000
Gore's Nova,88.9548781802,20.1751883067,5.4000
,244.3139630371,59.7550168432,5.4000
,294.8603859220,42.8182614067,5.4000
,342.7589956583,-39.1568357319,5.4000
,40.6394444496,-50.8002930939,5.4000
,202.1128582704,59.9457869400,5.4000
,64.8050553934,50.0487083883,5.4000
,102.0820833333,41.0430555556,5.4000
,97.8250000000,5.9166666667,5.4000
,97.8000000000,6.0000000000,5.4000
,285.7270877196,-3.6989689105,5.4000
,143.0803226436,-40.6493370626,5.4000
,264.3279651708,-42.9965609861,5.4000
,84.6766500000,-69.1009333333,5.4000
,310.5526271694,50.3400186015,5.4010
,238.4827657776,-23.9780953807,5.4020
,23.9957072233,-15.4001822796,5.4020
,81.7920616164,17.9622112632,5.4040
,168.4398045946,-0.0695022250,5.4040
,2.8934196613,-27.7997196720,5.4040
,98.4561669173,-36.2320264084,5.4050
,84.6586879025,30.4924181633,5.4060
,312.3257146436,-68.7765211281,5.4070
,176.8297551512,-57.6965007079,5.4070
,293.7122015756,29.4629677877,5.4070
,82.5425135327,63.0672191886,5.4070
,301.3869914691,61.9954203033,5.4080
,15.7605706254,-4.8365992190,5.4080
,189.4261640677,-27.1388855279,5.4100
,67.2788558742,-13.0483688248,5.4100
,321.9422575920,66.8090969829,5.4100
,154.1697399438,13.7283344177,5.4100
,275.5362521886,23.2851746823,5.4100
,279.1556009718,33.4690383268,5.4100
,11.3215568846,55.2213974995,5.4100
,250.9500000000,-41.1166666667,5.4100
,246.1657241218,-29.7046581344,5.4100
,97.9586008920,-8.1582219850,5.4110
,262.2068949426,0.3306249001,5.4120
,236.0183311228,-15.6728342500,5.4120
,274.7897377779,7.2597672401,5.4120
,11.9418912188,74.8475697893,5.4130
,166.2258189743,-35.8046713016,5.4140
,7.1105054521,-39.9149992218,5.4150
,21.1699438915,-41.4925456355,5.4170
,309.4546656907,11.3776752316,5.4180
,217.1738429621,-6.9005269878,5.4180
,118.2646109839,-36.3637682074,5.4180
,134.1707321738,-85.6631521180,5.4190
,9.7912253776,49.3545882916,5.4190
,126.4662936806,-42.1530751196,5.4200
,137.0002089067,29.6542321328,5.4200
Polaris Australis,317.1952648758,-88.9564995363,5.4200
,353.3670539945,22.4987807084,5.4200
,246.1323099538,-37.5660445786,5.4200
,167.1832921078,-28.0806538640,5.4210
,35.5516478545,-0.8848537597,5.4210
,35.5063820932,-10.7775354479,5.4210
,332.6561774305,-11.5649386503,5.4220
,30.7985429454,0.1285081766,5.4230
,205.7654655703,3.5379000477,5.4230
,234.7061270857,-52.3726970308,5.4230
,191.8930974584,66.7903042627,5.4230
,238.9482803458,37.9469569269,5.4240
,243.0304831675,-8.5475795940,5.4240
,279.8964958383,-43.1858803067,5.4250
,279.1628111274,6.6718051700,5.4250
,344.8643905964,0.9629245072,5.4260
,9.9815482378,21.4384966780,5.4280
,107.8483994054,-0.3019292047,5.4280
,19.1511997724,-2.5003690624,5.4280
,29.9425000069,-20.8245385731,5.4290
,257.4497920996,-10.5232997159,5.4300
,148.1268389833,-8.1050099667,5.4300
,268.7964671710,72.0051260829,5.4300
,77.3318469711,9.8295840761,5.4300
,206.8557970478,-17.8598384914,5.4300
,239.6452773729,-24.8314893687,5.4300
,291.3735815686,-23.9624536653,5.4300
,344.2687585913,48.6840682288,5.4300
,227.8165972180,-55.3460299755,5.4300
,333.5781303089,-27.7669063513,5.4300
,110.7529056533,-31.9237784542,5.4300
,66.7622302062,80.8241599983,5.4300
,289.4318141273,23.0255393895,5.4300
,127.8788495905,-19.5774624744,5.4300
,347.1704563865,2.1278766203,5.4300
,219.3339863708,-46.1334391875,5.4310
,9.3384156058,35.3995029742,5.4310
,315.2955322723,46.1557764419,5.4320
,234.0504139515,-44.3968262751,5.4340
,103.6027145123,-1.1269469965,5.4350
,62.3243169216,-16.3858556275,5.4350
,41.0215001157,44.2970392809,5.4350
,179.5634368452,-56.3173120355,5.4360
,187.7523354176,24.5671659015,5.4360
,134.2358236620,32.9104279427,5.4360
,225.7469854027,-32.6432913999,5.4370
,84.9576655746,-32.6292158978,5.4370
,14.4589673870,28.9922139908,5.4380
,269.1989337623,-4.0818216085,5.4390
,281.2381345060,-39.6861883652,5.4390
,187.0936131854,-39.0411640300,5.4390
,342.4429782145,55.9027766997,5.4390
,129.8493520975,-53.4397687756,5.4390
,244.8235275179,-42.6739726072,5.4400
,146.5859637102,-76.7761187699,5.4400
,133.9814460193,11.6260247243,5.4400
,113.4626730791,-36.3383924268,5.4400
,349.8741989174,48.6253230796,5.4400
,283.7174041894,41.6027223343,5.4400
,244.1803239342,-53.8111114160,5.4400
,101.1894157911,28.9709389815,5.4400
,238.6442174959,20.3109675160,5.4400
,307.8284022818,49.2202954980,5.4400
,101.5588796108,59.4416689333,5.4400
,161.7168942420,-17.2968749229,5.4400
,241.5819865541,67.8101352123,5.4410
,62.5938327565,-6.9238519328,5.4420
,112.9516854623,17.0860457566,5.4420
,200.1576056323,-52.7478248248,5.4430
,329.0948778191,-37.2536546216,5.4430
,50.0822267086,77.7347630850,5.4440
,70.0142497131,12.1976129730,5.4450
,193.8309658295,-42.9157332098,5.4450
,276.7250574438,-48.1172399512,5.4460
,206.9105790391,-50.3206884178,5.4460
,118.6779093287,47.5645933147,5.4460
,109.0606360686,-15.5856905995,5.4470
,135.6844487992,24.4528867285,5.4470
,107.5805032157,-27.4915191566,5.4480
,165.0612695736,45.5262739658,5.4480
,324.4392923822,19.3186091702,5.4480
,104.1436430996,-79.4201921566,5.4490
,163.4321346015,-2.1292055522,5.4490
,73.7966752583,-74.9368531714,5.4490
,159.3627838715,-58.7333378170,5.4500
,231.5724319007,34.3359951012,5.4500
,224.1921460052,-11.4097000302,5.4500
,57.0867365945,23.4212488547,5.4500
,78.0935604812,73.9466778934,5.4500
,13.7421086915,23.6283277403,5.4500
,231.8255435878,-36.7675596477,5.4500
,253.5076557440,-41.8063853887,5.4500
,79.8422292143,-50.6059671658,5.4500
,240.0818150657,-16.5334120765,5.4500
,44.3490272798,-23.8621655716,5.4500
,87.5699405825,-79.3613610877,5.4510
,290.1486932087,-0.8921595890,5.4510
,39.7041351977,21.9614020544,5.4510
,294.3933898581,-14.3017994857,5.4510
,273.9727171214,-44.2064533776,5.4510
,243.3142875643,5.0210912429,5.4530
,211.6784303854,-9.3135152371,5.4530
,128.6507495554,65.1451130749,5.4530
,82.5394956235,-47.0776544852,5.4530
,130.3313024408,-78.9633627495,5.4530
,13.7512961995,-69.5270846395,5.4540
,191.0022137484,-28.3239574997,5.4540
,142.9011296246,-73.0809130778,5.4540
,67.6620379972,15.6918778975,5.4540
,16.4237962945,21.4654477796,5.4550
,86.8591482332,17.7291422406,5.4550
,299.3077816904,40.3678258821,5.4550
,275.9018697374,-75.0442770691,5.4560
,174.3916552120,-47.7472980869,5.4560
,129.3284716711,-62.8534647206,5.4560
,282.2103739494,-43.6800433233,5.4560
,83.2142208933,-38.5133696250,5.4560
,204.8768664293,52.9212076344,5.4560
,80.0611434161,41.0862377209,5.4560
,131.6272788003,-45.9125053217,5.4590
,158.0490560206,14.1372696884,5.4600
Helvetios,344.3665853552,20.7688325111,5.4600
,91.6337349325,-23.1108483725,5.4600
,86.4751748259,49.8262710440,5.4600
,337.4707415216,78.8242866757,5.4600
,142.5212913653,-51.5171645782,5.4600
,327.7272962763,-82.7189047397,5.4600
Celaeno,56.2008955675,24.2894675921,5.4600
,82.8105492944,3.2921313642,5.4600
,229.7047636189,-60.4963322120,5.4600
,184.7082716200,75.1605607139,5.4600
,137.3982072396,-8.7876484712,5.4600
,63.7022719924,-62.1918112787,5.4600
,278.4728596529,-24.0322819952,5.4610
,53.0358684158,48.0234801524,5.4610
,273.3029101064,-41.3361103385,5.4620
,313.3273714660,45.1816807844,5.4620
,69.8321276729,-14.3591894734,5.4630
,118.5458742468,-35.8772856356,5.4630
,132.4131621086,-40.3201577654,5.4650
,310.0826163436,-33.4318461518,5.4660
,73.0217480810,63.5054214805,5.4670
,93.9373521145,12.5510702737,5.4670
,144.3027164363,-53.6685094429,5.4670
,130.5674688165,-48.0990967028,5.4680
,278.2081571895,30.5542087990,5.4680
,187.3626766805,24.1089228353,5.4680
,139.1723614650,-8.7447583502,5.4680
,252.5807533633,7.2476835509,5.4690
,336.5034311250,70.7709034064,5.4690
,321.3206569851,-3.5567463348,5.4690
,210.5949255461,-27.4297757642,5.4690
,311.5836158138,-39.1992663807,5.4700
,346.2910877496,-7.6939090334,5.4700
,140.4303658386,56.6992204271,5.4700
,303.3078535268,-1.0093633872,5.4700
,313.4745486734,33.4378925609,5.4700
,178.2272747750,-33.9079757000,5.4700
,141.7762920451,-71.6018942492,5.4700
,182.7659958400,-23.6024210656,5.4700
,46.3612007999,25.2551737925,5.4700
,104.3913173832,-24.6308247465,5.4700
,334.4608143114,-77.5115552042,5.4720
,67.5014798013,83.3403767864,5.4720
,42.6683616032,-35.6758499667,5.4720
,273.5662498593,-21.7131626408,5.4730
,337.1633760344,-39.1317906400,5.4730
,242.7063518319,75.8775618146,5.4730
,130.5791318562,-53.1000568806,5.4740
,58.1735364338,-5.3612271839,5.4750
,321.0478825496,-12.8781089650,5.4760
,107.0918313104,15.9306766175,5.4760
,49.4473041755,44.0250227514,5.4760
,161.6053216064,14.1946450377,5.4780
,36.2044068129,10.6105586501,5.4780
,142.4771035620,-26.5896153946,5.4790
,92.2411224112,-22.4273933742,5.4800
,197.4970363292,17.5295124500,5.4800
,244.9797591887,39.7085834524,5.4800
,82.3187503351,25.1502161333,5.4800
,49.5934453958,-0.9302896861,5.4800
,259.7659897989,-46.6362334492,5.4800
,188.4447855985,-9.4520773706,5.4800
,174.6667420032,-13.2019392381,5.4800
,314.2251106635,-9.6975417990,5.4800
,13.1692691188,-24.0058430898,5.4800
,251.6998247729,-39.3769641878,5.4810
,286.1044068137,-31.0470805710,5.4820
,354.4866762186,18.4006661361,5.4820
,74.1007780383,-5.1713567929,5.4820
,64.8587399560,21.1423052689,5.4820
,235.7115008787,52.3609010723,5.4820
,149.9653630173,56.8118064995,5.4850
,44.9574571388,47.2207131059,5.4850
,302.9498915334,26.8089910881,5.4870
,154.0601255206,29.3104743154,5.4880
,79.4176746263,-13.5198267158,5.4880
,59.1195491310,35.0808931793,5.4880
,248.5806090777,-70.9881022214,5.4890
,272.6679129282,3.3242578584,5.4890
,356.9855913387,-2.7615978628,5.4900
,74.3431035712,17.1536661841,5.4900
,189.7804274449,21.0625833832,5.4900
,26.5248557536,-50.8162544660,5.4900
,232.8784255388,-73.3895915399,5.4900
,287.0695911101,-19.2902883215,5.4900
,283.1134573960,-46.5951201819,5.4900
,292.4674413665,-26.9856054104,5.4900
,272.6089737528,-62.0022200506,5.4900
,352.0157729996,-87.4822129361,5.4900
,295.8897821816,-15.4700211537,5.4900
,254.2965617165,-33.2594922885,5.4900
,87.4022606310,-14.4836663578,5.4900
,161.6022753581,18.8915223006,5.4920
,91.9702480064,-42.1540411908,5.4920
,23.2335186566,-36.8652348128,5.4930
,78.6835379382,5.1561467541,5.4940
,21.6736631405,19.2404239131,5.4950
,329.8246331621,-38.3950952373,5.4950
,233.2414064606,-1.1864015764,5.4960
,204.2957818635,71.2422493134,5.4960
,50.3500201282,-23.6351567621,5.4960
,116.5091271213,-6.7725142203,5.4960
,295.9288196712,25.7719201928,5.4970
,242.4691244642,-33.5458065417,5.4970
,120.6865968527,-41.3098252858,5.4970
,227.9903140223,-48.7436856630,5.4980
,182.2274553767,-41.2316032809,5.4980
,5.1626759495,-69.6249187397,5.4990
,34.2460143104,-6.4221170614,5.4990
,45.5643701708,-71.9024552911,5.4990
,233.2300885649,-16.8528447836,5.4990
,312.7531590245,-37.9133311641,5.5000
,217.5359528851,-45.3213560726,5.5000
,248.9367543690,-65.4953996240,5.5000
,77.0275931478,24.2651746088,5.5000
,189.0977720145,59.4869390268,5.5000
,15.7045699501,31.8042616763,5.5000
,144.5060475995,-43.1909400669,5.5000
,126.6830799081,12.6546091344,5.5000
,211.3328372497,-76.7967618599,5.5000
,186.8703194321,-58.9917710032,5.5000
,173.7368779028,-49.1364847603,5.5000
,243.9052928149,-8.3694394793,5.5000
,11.5489830932,-22.5221029436,5.5000
,71.9012154289,-16.9344556868,5.5000
,108.3474986267,51.4287448114,5.5000
,218.7312500000,-56.6780555556,5.5000
,160.9833333333,-59.5519444444,5.5000
,15.6101294113,-31.5520138252,5.5010
,94.5572019996,-19.9669735809,5.5010
,206.7490614771,38.5426958834,5.5010
,17.0925559753,5.6498506950,5.5010
,299.6582582597,30.9836607868,5.5020
,244.8864094999,-30.9067113092,5.5020
,156.0358496127,33.7185296928,5.5030
,356.7579935647,57.4513590406,5.5030
,51.0769908022,24.7240958090,5.5030
,344.8989907643,-29.4623118480,5.5030
,62.2915250841,19.6092171270,5.5040
,11.7560670205,11.9738515677,5.5040
,316.6063325895,-41.3859644933,5.5050
,327.6965630165,-69.6293740265,5.5050
,21.7148532012,-13.0565110985,5.5050
,325.7769639621,41.1549729748,5.5050
,48.9902738604,-77.3884540170,5.5060
Musica,314.6080563729,10.8392863526,5.5060
,160.7578433799,26.3255635198,5.5060
,229.0958777504,-22.3994143041,5.5060
,302.6397383066,26.9041679648,5.5070
,67.0552818523,83.8077872259,5.5070
,126.8198146956,-70.0934834943,5.5070
,271.9514178349,-17.1541583784,5.5080
,301.0346453325,7.2779643876,5.5080
,121.2654552306,-53.1079209732,5.5090
,8.9215644521,-48.0009069343,5.5100
,160.6690268990,-59.2157584170,5.5100
,30.1117610551,-8.5238736274,5.5100
,157.4234569111,84.2519302374,5.5100
,89.0872634445,-31.3824389208,5.5100
,185.0819874228,26.6194794051,5.5100
,230.0356610434,29.6162070173,5.5100
,288.3146766774,-12.2825806539,5.5100
,341.4199357407,-46.5473241890,5.5100
,278.1805086890,-14.8656617222,5.5100
,252.8538675291,1.2159465283,5.5100
,353.4882783708,31.3252786444,5.5100
,284.8491750933,-12.8405177517,5.5100
,70.7665176817,-70.9310262417,5.5110
,165.8119969958,-11.3034689931,5.5110
,296.5051046573,-31.9085683901,5.5120
,224.3885472855,-0.1676119348,5.5120
,61.0902857940,24.1060179599,5.5120
,285.1810685003,55.6583008483,5.5130
,350.6355531397,60.1334867126,5.5130
,225.7752273832,35.2057942446,5.5130
,261.7047009302,20.0809766569,5.5140
,66.8227117865,22.9963272782,5.5140
,326.8553972324,60.6926887365,5.5140
,346.2175839207,-68.8202257008,5.5140
,123.3926946075,-50.1960752028,5.5140
,81.9400337256,15.8740504976,5.5150
,79.0172277569,11.3413550511,5.5150
,336.7721269584,65.1322667631,5.5150
,30.7414826197,33.2841340991,5.5160
,42.8732768570,15.0820676331,5.5160
,267.5953848427,29.3221414253,5.5170
,289.9139500625,12.3746793582,5.5180
,275.8701111211,-36.2379883748,5.5180
,150.1824738481,-82.2146701287,5.5200
,160.0476977282,-65.1002090575,5.5200
,298.6294712732,24.3193588626,5.5200
,265.7129059654,-36.9455624244,5.5200
,126.6748030269,-12.5346041524,5.5200
,282.8955005746,52.9750684080,5.5200
,73.7630450180,55.2591270608,5.5200
,249.0475847596,52.9000524152,5.5200
,27.9971670169,55.1473843594,5.5200
,99.1472068844,-5.2111397314,5.5200
,225.3326092531,-2.7549228056,5.5200
,332.6616226821,70.1325746844,5.5200
,249.0940118749,-42.8588617022,5.5200
,25.6221438237,-53.7408309592,5.5200
,87.6204516716,14.3056071117,5.5200
,50.5495559739,27.6075542790,5.5200
,46.5326688957,79.4185352854,5.5200
,233.1529210337,-19.6704584351,5.5200
,181.1620237083,-68.3289112667,5.5200
,95.1509991286,-34.1441435746,5.5210
,351.6523374979,-52.7215776374,5.5220
,111.4087447852,-79.0941910588,5.5220
,178.9188863461,15.6468194057,5.5220
,322.7470485378,60.4594318223,5.5220
,71.0332562273,-18.6665854818,5.5220
,0.3338295273,-50.3373702628,5.5240
,185.2120117354,57.8641190619,5.5240
,90.3179068672,-33.9118355588,5.5240
,237.2366539859,-3.8185105383,5.5240
,82.7817828867,-20.8636576774,5.5250
,84.2655648778,17.0403271591,5.5250
,240.1984680106,-8.4113582711,5.5260
,333.5751368870,-21.0745671668,5.5260
,259.2651910595,-32.6628390960,5.5260
,314.8557695733,59.4386001520,5.5260
,335.8785369613,-24.7626628240,5.5270
,203.2151782121,-15.3630134979,5.5290
,258.8301994461,-33.5484164942,5.5300
,197.0298048773,-65.3060220629,5.5300
,333.4551676934,45.4406116147,5.5300
,187.9180431511,-59.4239235251,5.5300
,175.3324628238,-43.0956659564,5.5300
